# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StorageLockContext.competingThreads.90P,1776322966782000000,1776323026835000000,0
FilePageCache.pageHits,1776322966782000000,1776323026835000000,338778
FilePageCacheLockFree.totalBytesRead,1776322966782000000,1776323026835000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776322966782000000,1776323026835000000,4362573
FilePageCache.capacityInBytes,1776322966782000000,1776323026835000000,503316478
StreamlinedBlobStorage.recordsRelocated,1776322966782000000,1776323026835000000,0
FilePageCacheLockFree.totalPagesAllocated,1776322966782000000,1776323026835000000,0
DirectByteBufferAllocator.misses,1776322966782000000,1776323026835000000,412
FilePageCache.totalPageLoadsUs,1776322966782000000,1776323026835000000,223611
FilePageCacheLockFree.totalPageAllocationsWaited,1776322966782000000,1776323026835000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776322966782000000,1776323026835000000,0
MappedFileStorage.totalPagesMapped,1776322966782000000,1776323026835000000,16
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776322966782000000,1776323026835000000,815194
FilePageCacheLockFree.totalHeapBytesAllocated,1776322966782000000,1776323026835000000,0
FilePageCache.pageLoads,1776322966782000000,1776323026835000000,415
FilePageCache.uncachedFileAccess,1776322966782000000,1776323026835000000,622
DirectByteBufferAllocator.disposed,1776322966782000000,1776323026835000000,0
FilePageCache.disposedBuffers,1776322966782000000,1776323026835000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1776322966782000000,1776323026835000000,0
FilePageCache.maxRegisteredFiles,1776322966782000000,1776323026835000000,576
FilePageCache.totalPageDisposalsUs,1776322966782000000,1776323026835000000,1545
MappedFileStorage.storages,1776322966782000000,1776323026835000000,16
FilePageCacheLockFree.totalPagesReadMs,1776322966782000000,1776323026835000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1776322966782000000,1776323026835000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1776322966782000000,1776323026835000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1776322966782000000,1776323026835000000,2
compiler.ArtifactManagerBridge.initBridges.ms,1776322966782000000,1776323026835000000,1
compiler.ArtifactManagerBridge.addArtifact.ms,1776322966782000000,1776323026835000000,0
compiler.ArtifactManagerBridge.commit.ms,1776322966782000000,1776323026835000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1776322966782000000,1776323026835000000,2
compiler.ArtifactManagerBridge.findArtifact.ms,1776322966782000000,1776323026835000000,0
NonBlockingReadAction.failedExecutionsCount,1776322966782000000,1776323026835000000,1
FlushQueue.tasksExecuted,1776322966782000000,1776323026835000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1776322966782000000,1776323026835000000,39995654
AWTEventQueue.eventsDispatched,1776322966782000000,1776323026835000000,3
ReadAction.executionsCount,1776322966782000000,1776323026835000000,307788
NonBlockingReadAction.failedExecutionTimeUs,1776322966782000000,1776323026835000000,2780
AWTEventQueue.dispatchTimeTotalNS,1776322966782000000,1776323026835000000,9722882471
FlushQueue.executionTimeAvgNs,1776322966782000000,1776323026835000000,0.0
FlushQueue.waitingTimeAvgNs,1776322966782000000,1776323026835000000,0.0
FlushQueue.queueSize90P,1776322966782000000,1776323026835000000,0
FlushQueue.executionTimeMaxNs,1776322966782000000,1776323026835000000,0
NonBlockingReadAction.finalizedExecutionsCount,1776322966782000000,1776323026835000000,57274
AWTEventQueue.dispatchTimeMaxNs,1776322966782000000,1776323026835000000,299007
AWTEventQueue.dispatchTime90PNs,1776322966782000000,1776323026835000000,299007
AWTEventQueue.dispatchTimeAvgNs,1776322966782000000,1776323026835000000,136576.0
FlushQueue.queueSizeMax,1776322966782000000,1776323026835000000,0
FlushQueue.waitingTimeMaxNs,1776322966782000000,1776323026835000000,0
FlushQueue.queueSizeAvg,1776322966782000000,1776323026835000000,0.0
FlushQueue.waitingTime90PNs,1776322966782000000,1776323026835000000,0
FlushQueue.executionTime90PNs,1776322966782000000,1776323026835000000,0
WriteAction.executionsCount,1776322966782000000,1776323026835000000,19
cacheStateStorage.set.duration,1776322966782000000,1776323026835000000,73
cacheStateStorage.get.counter,1776322966782000000,1776323026835000000,20
cacheStateStorage.get.duration,1776322966782000000,1776323026835000000,200
cacheStateStorage.set.counter,1776322966782000000,1776323026835000000,6
Indexes.entries.lookups,1776322966782000000,1776323026835000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1776322966782000000,1776323026835000000,0.0
IndexesFlusher.totalFlushesRetried,1776322966782000000,1776323026835000000,1
Indexes.allKeys.lookupDurationMaxMs,1776322966782000000,1776323026835000000,0.0
Indexes.allKeys.lookupDuration90PMs,1776322966782000000,1776323026835000000,0.0
Indexes.entries.lookupDuration90PMs,1776322966782000000,1776323026835000000,0.0
Indexes.stubs.lookupDuration90PMs,1776322966782000000,1776323026835000000,0.0
Indexes.stubs.lookupDurationAvgMs,1776322966782000000,1776323026835000000,0.0
Indexes.stubs.lookupDurationMaxMs,1776322966782000000,1776323026835000000,0.0
IndexesFlusher.totalFlushes,1776322966782000000,1776323026835000000,95
Indexes.entries.lookupDurationMaxMs,1776322966782000000,1776323026835000000,0.0
Indexes.allKeys.lookups,1776322966782000000,1776323026835000000,0.0
IndexesFlusher.totalFlushingTimeUs,1776322966782000000,1776323026835000000,991060
IndexesFlusher.totalContentionQuotaSpent,1776322966782000000,1776323026835000000,3
Indexes.entries.lookupDurationAvgMs,1776322966782000000,1776323026835000000,0.0
Indexes.stubs.lookups,1776322966782000000,1776323026835000000,0.0
workspaceModel.cachedValue.clear.ms,1776322966782000000,1776323026835000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1776322966782000000,1776323026835000000,0
workspaceModel.loading.from.cache.ms,1776322966782000000,1776323026835000000,2
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1776322966782000000,1776323026835000000,192
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1776322966782000000,1776323026835000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1776322966782000000,1776323026835000000,0
workspaceModel.full.replace.project.model.ms,1776322966782000000,1776323026835000000,110
workspaceModel.updates.precise.ms,1776322966782000000,1776323026835000000,1
workspaceModel.replace.project.model.ms,1776322966782000000,1776323026835000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1776322966782000000,1776323026835000000,3
workspaceModel.cachedValueWithParameters.total.get.ms,1776322966782000000,1776323026835000000,0
workspaceModel.collect.changes.ms,1776322966782000000,1776323026835000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1776322966782000000,1776323026835000000,0
workspaceModel.initializing.ms,1776322966782000000,1776323026835000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1776322966782000000,1776323026835000000,0
workspaceModel.workspaceFileIndexData.init.ms,1776322966782000000,1776323026835000000,96
workspaceModel.loading.total.ms,1776322966782000000,1776323026835000000,9
workspaceModel.workspaceFileIndexData.processFileSets.ms,1776322966782000000,1776323026835000000,0
workspaceModel.cachedValue.from.cache.ms,1776322966782000000,1776323026835000000,1
workspaceModel.update.unloaded.entities.ms,1776322966782000000,1776323026835000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1776322966782000000,1776323026835000000,13
workspaceModel.cachedValue.total.get.ms,1776322966782000000,1776323026835000000,13
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1776322966782000000,1776323026835000000,0
workspaceModel.check.recursive.update.ms,1776322966782000000,1776323026835000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1776322966782000000,1776323026835000000,304
workspaceModel.updates.ms,1776322966782000000,1776323026835000000,17
workspaceModel.cachedValueWithParameters.from.cache.ms,1776322966782000000,1776323026835000000,0
workspaceModel.init.bridges.ms,1776322966782000000,1776323026835000000,7
workspaceModel.workspaceFileIndexData.instances.count,1776322966782000000,1776323026835000000,1
workspaceModel.pre.handlers.ms,1776322966782000000,1776323026835000000,3
workspaceModel.workspaceFileIndexData.getPackageName.ms,1776322966782000000,1776323026835000000,0
workspaceModel.updates.count,1776322966782000000,1776323026835000000,1
workspaceModel.to.snapshot.ms,1776322966782000000,1776323026835000000,1
workspaceModel.cachedValue.calculated.ms,1776322966782000000,1776323026835000000,12
workspaceModel.moduleBridge.facet.initialization.ms,1776322966782000000,1776323026835000000,0
workspaceModel.do.save.caches.ms,1776322966782000000,1776323026835000000,127
jps.library.entities.serializer.load.entities.ms,1776322966782000000,1776323026835000000,0
workspaceModel.moduleBridge.update.option.ms,1776322966782000000,1776323026835000000,0
jps.global.initialize.library.bridges.after.loading.ms,1776322966782000000,1776323026835000000,5
jps.app.storage.content.reader.load.component.ms,1776322966782000000,1776323026835000000,1
workspaceModel.mutableEntityStorage.entities.ms,1776322966782000000,1776323026835000000,5
jps.load.project.to.empty.storage.ms,1776322966782000000,1776323026835000000,222
jps.global.get.library.ms,1776322966782000000,1776323026835000000,0
jps.facet.change.listener.process.change.events.ms,1776322966782000000,1776323026835000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1776322966782000000,1776323026835000000,22
jps.facet.change.listener.before.change.events.ms,1776322966782000000,1776323026835000000,0
workspaceModel.load.cache.from.file.ms,1776322966782000000,1776323026835000000,1
jps.project.serializers.load.ms,1776322966782000000,1776323026835000000,180
jps.reload.project.entities.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1776322966782000000,1776323026835000000,0
jps.load.initial.state.ms,1776322966782000000,1776323026835000000,21
workspaceModel.mutableEntityStorage.resolve.ms,1776322966782000000,1776323026835000000,0
jps.global.handle.before.change.events.ms,1776322966782000000,1776323026835000000,0
jps.global.get.libraries.ms,1776322966782000000,1776323026835000000,0
jps.library.entities.serializer.save.entities.ms,1776322966782000000,1776323026835000000,0
workspaceModel.global.apply.state.to.project.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1776322966782000000,1776323026835000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776322966782000000,1776323026835000000,46
jps.save.global.entities.ms,1776322966782000000,1776323026835000000,0
jps.artifact.entities.serializer.save.entities.ms,1776322966782000000,1776323026835000000,0
jps.global.handle.changed.events.ms,1776322966782000000,1776323026835000000,0
jps.save.changed.project.entities.ms,1776322966782000000,1776323026835000000,0
workspaceModel.load.cache.metadata.from.file.ms,1776322966782000000,1776323026835000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1776322966782000000,1776323026835000000,1
jps.artifact.entities.serializer.load.entities.ms,1776322966782000000,1776323026835000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776322966782000000,1776323026835000000,0
jps.module.iml.entities.serializer.load.entities.ms,1776322966782000000,1776323026835000000,121
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776322966782000000,1776323026835000000,17
workspaceModel.mutableEntityStorage.instances.count,1776322966782000000,1776323026835000000,22
workspaceModel.moduleBridgeLoader.loading.modules.ms,1776322966782000000,1776323026835000000,555
workspaceModel.global.updates.count,1776322966782000000,1776323026835000000,2
workspaceModel.save.cache.to.file.ms,1776322966782000000,1776323026835000000,172
workspaceModel.mutableEntityStorage.modify.entity.ms,1776322966782000000,1776323026835000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1776322966782000000,1776323026835000000,0
jps.storage.jps.conf.reader.load.component.ms,1776322966782000000,1776323026835000000,7
jps.project.serializers.save.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1776322966782000000,1776323026835000000,4
workspaceModel.orphan.listener.update.ms,1776322966782000000,1776323026835000000,3
workspaceModel.mutableEntityStorage.remove.entity.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776322966782000000,1776323026835000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1776322966782000000,1776323026835000000,0
jps.apply.loaded.storage.ms,1776322966782000000,1776323026835000000,136
workspaceModel.mutableEntityStorage.add.entity.ms,1776322966782000000,1776323026835000000,93
workspaceModel.global.updates.ms,1776322966782000000,1776323026835000000,24
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776322966782000000,1776323026835000000,0
jps.global.initialize.library.bridges.ms,1776322966782000000,1776323026835000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1776322966782000000,1776323026835000000,3
workspaceModel.moduleManagerBridge.get.modules.ms,1776322966782000000,1776323026835000000,0
workspaceModel.sync.entities.ms,1776322966782000000,1776323026835000000,5
workspaceModel.moduleBridge.before.changed.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1776322966782000000,1776323026835000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1776322966782000000,1776323026835000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1776322966782000000,1776323026835000000,10
jps.module.iml.entities.serializer.save.entities.ms,1776322966782000000,1776323026835000000,0
jps.global.get.library.by.name.ms,1776322966782000000,1776323026835000000,0
jps.facet.change.listener.init.bridge.ms,1776322966782000000,1776323026835000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1776322966782000000,1776323026835000000,19
VFS.fileChildByName,1776322966782000000,1776323026835000000,34252
FileNameCache.queries,1776322966782000000,1776323026835000000,0
FileNameCache.totalMisses,1776322966782000000,1776323026835000000,0
VFS.fileByIdCache.hits,1776322966782000000,1776323026835000000,0
VFS.invertedFileNameIndex.requests,1776322966782000000,1776323026835000000,0
VFS.fileByIdCache.misses,1776322966782000000,1776323026835000000,0
lexer.XML.time.ns,1776322966782000000,1776323026835000000,76744833
parser.Groovy.size.bytes,1776322966782000000,1776323026835000000,15524
writeAction.wait.ms,1776322966782000000,1776323026835000000,10
lexer.HTML.size.bytes,1776322966782000000,1776323026835000000,228904
writeAction.count,1776322966782000000,1776323026835000000,19
lexer.Groovy.time.ns,1776322966782000000,1776323026835000000,2868584
lexer.Markdown.size.bytes,1776322966782000000,1776323026835000000,118299
parser.XML.time.ns,1776322966782000000,1776323026835000000,221399500
lexer.yaml.size.bytes,1776322966782000000,1776323026835000000,663351
lexer.XML.size.bytes,1776322966782000000,1776323026835000000,1071767
parser.yaml.time.ns,1776322966782000000,1776323026835000000,139167707
parser.HTML.time.ns,1776322966782000000,1776323026835000000,42937790
parser.Markdown.time.ns,1776322966782000000,1776323026835000000,64109330
parser.yaml.size.bytes,1776322966782000000,1776323026835000000,663351
parser.HTML.size.bytes,1776322966782000000,1776323026835000000,228904
lexer.Markdown.time.ns,1776322966782000000,1776323026835000000,64095583
lexer.Groovy.size.bytes,1776322966782000000,1776323026835000000,15524
lexer.HTML.time.ns,1776322966782000000,1776323026835000000,42519668
parser.Groovy.time.ns,1776322966782000000,1776323026835000000,44074209
writeAction.max.wait.ms,1776322966782000000,1776323026835000000,4
parser.XML.size.bytes,1776322966782000000,1776323026835000000,1071767
parser.Markdown.size.bytes,1776322966782000000,1776323026835000000,118299
lexer.yaml.time.ns,1776322966782000000,1776323026835000000,89074583
writeAction.median.wait.ms,1776322966782000000,1776323026835000000,0
JVM.GC.collectionTimesMs,1776322966782000000,1776323026835000000,464
JVM.maxThreadCount,1776322966782000000,1776323026835000000,135
JVM.usedHeapBytes,1776322966782000000,1776323026835000000,789461040
JVM.GC.collections,1776322966782000000,1776323026835000000,84
OS.loadAverage,1776322966782000000,1776323026835000000,7.12744140625
JVM.usedNativeBytes,1776322966782000000,1776323026835000000,343393824
JVM.maxHeapBytes,1776322966782000000,1776323026835000000,2147483648
JVM.newThreadsCount,1776322966782000000,1776323026835000000,1422
JVM.totalCpuTimeMs,1776322966782000000,1776323026835000000,156412
JVM.totalDirectByteBuffersBytes,1776322966782000000,1776323026835000000,455740769
JVM.totalBytesAllocated,1776322966782000000,1776323026835000000,17204685216
JVM.threadCount,1776322966782000000,1776323026835000000,133
DirectByteBufferAllocator.hits,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1776323026835000000,1776323086811000000,0
StorageLockContext.competingThreads.max,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalBytesWritten,1776323026835000000,1776323086811000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776323026835000000,1776323086811000000,429932544
StreamlinedBlobStorage.recordsDeleted,1776323026835000000,1776323086811000000,1
FilePageCache.maxCacheSizeInBytes,1776323026835000000,1776323086811000000,429932544
StorageLockContext.competingThreads.avg,1776323026835000000,1776323086811000000,0.0
FilePageCacheLockFree.totalPagesWriteMs,1776323026835000000,1776323086811000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1776323026835000000,1776323086811000000,0
MappedFileStorage.totalBytesMapped,1776323026835000000,1776323086811000000,203685888
DirectByteBufferAllocator.reclaimed,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalBytesRequested,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.nativeBytesInUse,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalPagesReclaimed,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalPagesHandedOver,1776323026835000000,1776323086811000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1776323026835000000,1776323086811000000,524141
FilePageCacheLockFree.totalPagesWritten,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalPagesRequested,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1776323026835000000,1776323086811000000,0
StreamlinedBlobStorage.recordsAllocated,1776323026835000000,1776323086811000000,6
FilePageCacheLockFree.heapBytesInUse,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1776323026835000000,1776323086811000000,0
FilePageCache.pageFastCacheHits,1776323026835000000,1776323086811000000,182
StorageLockContext.competingThreads.90P,1776323026835000000,1776323086811000000,0
FilePageCache.pageHits,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalBytesRead,1776323026835000000,1776323086811000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776323026835000000,1776323086811000000,358
FilePageCache.capacityInBytes,1776323026835000000,1776323086811000000,503316478
StreamlinedBlobStorage.recordsRelocated,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalPagesAllocated,1776323026835000000,1776323086811000000,0
DirectByteBufferAllocator.misses,1776323026835000000,1776323086811000000,0
FilePageCache.totalPageLoadsUs,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1776323026835000000,1776323086811000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776323026835000000,1776323086811000000,0
MappedFileStorage.totalPagesMapped,1776323026835000000,1776323086811000000,16
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776323026835000000,1776323086811000000,4734
FilePageCacheLockFree.totalHeapBytesAllocated,1776323026835000000,1776323086811000000,0
FilePageCache.pageLoads,1776323026835000000,1776323086811000000,0
FilePageCache.uncachedFileAccess,1776323026835000000,1776323086811000000,13
DirectByteBufferAllocator.disposed,1776323026835000000,1776323086811000000,0
FilePageCache.disposedBuffers,1776323026835000000,1776323086811000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1776323026835000000,1776323086811000000,0
FilePageCache.maxRegisteredFiles,1776323026835000000,1776323086811000000,576
FilePageCache.totalPageDisposalsUs,1776323026835000000,1776323086811000000,0
MappedFileStorage.storages,1776323026835000000,1776323086811000000,16
FilePageCacheLockFree.totalPagesReadMs,1776323026835000000,1776323086811000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1776323026835000000,1776323086811000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1776323026835000000,1776323086811000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1776323026835000000,1776323086811000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1776323026835000000,1776323086811000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1776323026835000000,1776323086811000000,0
compiler.ArtifactManagerBridge.commit.ms,1776323026835000000,1776323086811000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1776323026835000000,1776323086811000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1776323026835000000,1776323086811000000,0
NonBlockingReadAction.failedExecutionsCount,1776323026835000000,1776323086811000000,0
FlushQueue.tasksExecuted,1776323026835000000,1776323086811000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1776323026835000000,1776323086811000000,86249
AWTEventQueue.eventsDispatched,1776323026835000000,1776323086811000000,4
ReadAction.executionsCount,1776323026835000000,1776323086811000000,7017
NonBlockingReadAction.failedExecutionTimeUs,1776323026835000000,1776323086811000000,0
AWTEventQueue.dispatchTimeTotalNS,1776323026835000000,1776323086811000000,4022078117
FlushQueue.executionTimeAvgNs,1776323026835000000,1776323086811000000,0.0
FlushQueue.waitingTimeAvgNs,1776323026835000000,1776323086811000000,0.0
FlushQueue.queueSize90P,1776323026835000000,1776323086811000000,0
FlushQueue.executionTimeMaxNs,1776323026835000000,1776323086811000000,0
NonBlockingReadAction.finalizedExecutionsCount,1776323026835000000,1776323086811000000,7
AWTEventQueue.dispatchTimeMaxNs,1776323026835000000,1776323086811000000,103423
AWTEventQueue.dispatchTime90PNs,1776323026835000000,1776323086811000000,103423
AWTEventQueue.dispatchTimeAvgNs,1776323026835000000,1776323086811000000,47168.0
FlushQueue.queueSizeMax,1776323026835000000,1776323086811000000,0
FlushQueue.waitingTimeMaxNs,1776323026835000000,1776323086811000000,0
FlushQueue.queueSizeAvg,1776323026835000000,1776323086811000000,0.0
FlushQueue.waitingTime90PNs,1776323026835000000,1776323086811000000,0
FlushQueue.executionTime90PNs,1776323026835000000,1776323086811000000,0
WriteAction.executionsCount,1776323026835000000,1776323086811000000,1
cacheStateStorage.set.duration,1776323026835000000,1776323086811000000,0
cacheStateStorage.get.counter,1776323026835000000,1776323086811000000,0
cacheStateStorage.get.duration,1776323026835000000,1776323086811000000,0
cacheStateStorage.set.counter,1776323026835000000,1776323086811000000,0
Indexes.entries.lookups,1776323026835000000,1776323086811000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1776323026835000000,1776323086811000000,0.0
IndexesFlusher.totalFlushesRetried,1776323026835000000,1776323086811000000,0
Indexes.allKeys.lookupDurationMaxMs,1776323026835000000,1776323086811000000,0.0
Indexes.allKeys.lookupDuration90PMs,1776323026835000000,1776323086811000000,0.0
Indexes.entries.lookupDuration90PMs,1776323026835000000,1776323086811000000,0.0
Indexes.stubs.lookupDuration90PMs,1776323026835000000,1776323086811000000,0.0
Indexes.stubs.lookupDurationAvgMs,1776323026835000000,1776323086811000000,0.0
Indexes.stubs.lookupDurationMaxMs,1776323026835000000,1776323086811000000,0.0
IndexesFlusher.totalFlushes,1776323026835000000,1776323086811000000,175
Indexes.entries.lookupDurationMaxMs,1776323026835000000,1776323086811000000,0.0
Indexes.allKeys.lookups,1776323026835000000,1776323086811000000,0.0
IndexesFlusher.totalFlushingTimeUs,1776323026835000000,1776323086811000000,265577
IndexesFlusher.totalContentionQuotaSpent,1776323026835000000,1776323086811000000,0
Indexes.entries.lookupDurationAvgMs,1776323026835000000,1776323086811000000,0.0
Indexes.stubs.lookups,1776323026835000000,1776323086811000000,0.0
workspaceModel.cachedValue.clear.ms,1776323026835000000,1776323086811000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1776323026835000000,1776323086811000000,0
workspaceModel.loading.from.cache.ms,1776323026835000000,1776323086811000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1776323026835000000,1776323086811000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1776323026835000000,1776323086811000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1776323026835000000,1776323086811000000,0
workspaceModel.full.replace.project.model.ms,1776323026835000000,1776323086811000000,0
workspaceModel.updates.precise.ms,1776323026835000000,1776323086811000000,0
workspaceModel.replace.project.model.ms,1776323026835000000,1776323086811000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1776323026835000000,1776323086811000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1776323026835000000,1776323086811000000,0
workspaceModel.collect.changes.ms,1776323026835000000,1776323086811000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1776323026835000000,1776323086811000000,0
workspaceModel.initializing.ms,1776323026835000000,1776323086811000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1776323026835000000,1776323086811000000,0
workspaceModel.workspaceFileIndexData.init.ms,1776323026835000000,1776323086811000000,0
workspaceModel.loading.total.ms,1776323026835000000,1776323086811000000,0
