# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.waitingTimeMaxNs,1776323388398000000,1776323448475000000,27787263
FlushQueue.queueSizeMax,1776323388398000000,1776323448475000000,0
FlushQueue.queueSize90P,1776323388398000000,1776323448475000000,0
WriteAction.executionsCount,1776323388398000000,1776323448475000000,11
NonBlockingReadAction.failedExecutionTimeUs,1776323388398000000,1776323448475000000,0
FlushQueue.executionTimeMaxNs,1776323388398000000,1776323448475000000,160767
compiler.ArtifactManagerBridge.dropMappings.ms,1776323388398000000,1776323448475000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1776323388398000000,1776323448475000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1776323388398000000,1776323448475000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1776323388398000000,1776323448475000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1776323388398000000,1776323448475000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1776323388398000000,1776323448475000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1776323388398000000,1776323448475000000,1
compiler.ArtifactManagerBridge.addArtifact.ms,1776323388398000000,1776323448475000000,0
compiler.ArtifactManagerBridge.commit.ms,1776323388398000000,1776323448475000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1776323388398000000,1776323448475000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1776323388398000000,1776323448475000000,631
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1776323388398000000,1776323448475000000,0
workspaceModel.replace.project.model.ms,1776323388398000000,1776323448475000000,0
workspaceModel.update.unloaded.entities.ms,1776323388398000000,1776323448475000000,0
workspaceModel.workspaceFileIndexData.instances.count,1776323388398000000,1776323448475000000,1
workspaceModel.initializing.ms,1776323388398000000,1776323448475000000,1
workspaceModel.init.bridges.ms,1776323388398000000,1776323448475000000,1
workspaceModel.full.replace.project.model.ms,1776323388398000000,1776323448475000000,7
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1776323388398000000,1776323448475000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1776323388398000000,1776323448475000000,1
workspaceModel.check.recursive.update.ms,1776323388398000000,1776323448475000000,1
workspaceModel.loading.total.ms,1776323388398000000,1776323448475000000,189
workspaceModel.cachedValue.calculated.ms,1776323388398000000,1776323448475000000,12
workspaceModel.workspaceFileIndexData.processFileSets.ms,1776323388398000000,1776323448475000000,0
workspaceModel.workspaceFileIndexData.init.ms,1776323388398000000,1776323448475000000,72
workspaceModel.pre.handlers.ms,1776323388398000000,1776323448475000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1776323388398000000,1776323448475000000,132
workspaceModel.collect.changes.ms,1776323388398000000,1776323448475000000,0
workspaceModel.updates.ms,1776323388398000000,1776323448475000000,52
workspaceModel.cachedValue.from.cache.ms,1776323388398000000,1776323448475000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1776323388398000000,1776323448475000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1776323388398000000,1776323448475000000,19
workspaceModel.updates.count,1776323388398000000,1776323448475000000,3
workspaceModel.workspaceFileIndexData.markDirty.ms,1776323388398000000,1776323448475000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1776323388398000000,1776323448475000000,0
workspaceModel.updates.precise.ms,1776323388398000000,1776323448475000000,15
workspaceModel.cachedValueWithParameters.clear.ms,1776323388398000000,1776323448475000000,0
workspaceModel.cachedValue.clear.ms,1776323388398000000,1776323448475000000,0
workspaceModel.cachedValue.total.get.ms,1776323388398000000,1776323448475000000,13
workspaceModel.cachedValueWithParameters.from.cache.ms,1776323388398000000,1776323448475000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1776323388398000000,1776323448475000000,0
workspaceModel.to.snapshot.ms,1776323388398000000,1776323448475000000,0
workspaceModel.loading.from.cache.ms,1776323388398000000,1776323448475000000,179
FilePageCacheLockFree.nativeBytesInUse,1776323388398000000,1776323448475000000,0
FilePageCache.pageFastCacheHits,1776323388398000000,1776323448475000000,7295
FilePageCacheLockFree.totalPageAllocationsWaited,1776323388398000000,1776323448475000000,0
FilePageCache.disposedBuffers,1776323388398000000,1776323448475000000,3
FilePageCache.capacityInBytes,1776323388398000000,1776323448475000000,503316478
FilePageCacheLockFree.housekeeperTimeSpentMs,1776323388398000000,1776323448475000000,0
DirectByteBufferAllocator.misses,1776323388398000000,1776323448475000000,238
FilePageCacheLockFree.totalPagesAllocated,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.totalBytesRead,1776323388398000000,1776323448475000000,0
MappedFileStorage.totalPagesMapped,1776323388398000000,1776323448475000000,15
FilePageCache.pageLoads,1776323388398000000,1776323448475000000,241
FilePageCacheLockFree.totalHeapBytesReclaimed,1776323388398000000,1776323448475000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1776323388398000000,1776323448475000000,40575
FilePageCacheLockFree.totalPagesRequested,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1776323388398000000,1776323448475000000,0
DirectByteBufferAllocator.hits,1776323388398000000,1776323448475000000,3
FilePageCacheLockFree.totalPagesReclaimed,1776323388398000000,1776323448475000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776323388398000000,1776323448475000000,247480320
FilePageCacheLockFree.totalNativeBytesReclaimed,1776323388398000000,1776323448475000000,0
FilePageCache.maxCacheSizeInBytes,1776323388398000000,1776323448475000000,247480320
FilePageCache.maxRegisteredFiles,1776323388398000000,1776323448475000000,576
FilePageCacheLockFree.totalHeapBytesAllocated,1776323388398000000,1776323448475000000,0
DirectByteBufferAllocator.disposed,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1776323388398000000,1776323448475000000,0
FilePageCache.pageHits,1776323388398000000,1776323448475000000,0
MappedFileStorage.totalBytesMapped,1776323388398000000,1776323448475000000,199491584
StorageLockContext.competingThreads.90P,1776323388398000000,1776323448475000000,0
StreamlinedBlobStorage.recordsDeleted,1776323388398000000,1776323448475000000,66
FilePageCacheLockFree.heapBytesInUse,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.totalPagesWritten,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1776323388398000000,1776323448475000000,0
DirectByteBufferAllocator.reclaimed,1776323388398000000,1776323448475000000,3
StorageLockContext.competingThreads.avg,1776323388398000000,1776323448475000000,0.0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776323388398000000,1776323448475000000,4363001
FilePageCacheLockFree.housekeeperTurnsSkipped,1776323388398000000,1776323448475000000,0
FilePageCache.totalPageDisposalsUs,1776323388398000000,1776323448475000000,1280
StorageLockContext.competingThreads.max,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1776323388398000000,1776323448475000000,0
FilePageCache.uncachedFileAccess,1776323388398000000,1776323448475000000,154
StreamlinedBlobStorage.recordsAllocated,1776323388398000000,1776323448475000000,61528
FilePageCacheLockFree.totalBytesWritten,1776323388398000000,1776323448475000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776323388398000000,1776323448475000000,819938
FilePageCacheLockFree.totalPagesReadMs,1776323388398000000,1776323448475000000,0
MappedFileStorage.storages,1776323388398000000,1776323448475000000,15
FilePageCacheLockFree.totalPagesHandedOver,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.totalBytesRequested,1776323388398000000,1776323448475000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776323388398000000,1776323448475000000,0
FilePageCache.totalPageLoadsUs,1776323388398000000,1776323448475000000,225394
FilePageCache.pageLoadsAboveSizeThreshold,1776323388398000000,1776323448475000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1776323388398000000,1776323448475000000,0
FilePageCacheLockFree.totalPagesWriteMs,1776323388398000000,1776323448475000000,0
StreamlinedBlobStorage.recordsRelocated,1776323388398000000,1776323448475000000,0
FileNameCache.totalMisses,1776323388398000000,1776323448475000000,436928
VFS.fileByIdCache.misses,1776323388398000000,1776323448475000000,498
VFS.fileChildByName,1776323388398000000,1776323448475000000,8852
FileNameCache.queries,1776323388398000000,1776323448475000000,6570880
VFS.invertedFileNameIndex.requests,1776323388398000000,1776323448475000000,0
VFS.fileByIdCache.hits,1776323388398000000,1776323448475000000,1
cacheStateStorage.set.duration,1776323388398000000,1776323448475000000,81
cacheStateStorage.get.counter,1776323388398000000,1776323448475000000,20
cacheStateStorage.get.duration,1776323388398000000,1776323448475000000,194
cacheStateStorage.set.counter,1776323388398000000,1776323448475000000,6
Indexes.entries.lookupDuration90PMs,1776323388398000000,1776323448475000000,0.0
IndexesFlusher.totalFlushingTimeUs,1776323388398000000,1776323448475000000,380091
Indexes.stubs.lookupDurationMaxMs,1776323388398000000,1776323448475000000,0.0
Indexes.allKeys.lookupDuration90PMs,1776323388398000000,1776323448475000000,0.0
IndexesFlusher.totalFlushes,1776323388398000000,1776323448475000000,58
IndexesFlusher.totalFlushesRetried,1776323388398000000,1776323448475000000,0
IndexesFlusher.totalContentionQuotaSpent,1776323388398000000,1776323448475000000,0
Indexes.stubs.lookupDuration90PMs,1776323388398000000,1776323448475000000,0.0
Indexes.stubs.lookups,1776323388398000000,1776323448475000000,0.0
Indexes.entries.lookups,1776323388398000000,1776323448475000000,0.0
Indexes.stubs.lookupDurationAvgMs,1776323388398000000,1776323448475000000,0.0
Indexes.allKeys.lookups,1776323388398000000,1776323448475000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1776323388398000000,1776323448475000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1776323388398000000,1776323448475000000,0.0
Indexes.entries.lookupDurationMaxMs,1776323388398000000,1776323448475000000,0.0
Indexes.entries.lookupDurationAvgMs,1776323388398000000,1776323448475000000,0.0
OS.loadAverage,1776323388398000000,1776323448475000000,4.66845703125
JVM.totalBytesAllocated,1776323388398000000,1776323448475000000,1422156864
JVM.maxHeapBytes,1776323388398000000,1776323448475000000,2147483648
JVM.maxThreadCount,1776323388398000000,1776323448475000000,134
JVM.GC.collectionTimesMs,1776323388398000000,1776323448475000000,174
JVM.GC.collections,1776323388398000000,1776323448475000000,25
JVM.threadCount,1776323388398000000,1776323448475000000,131
JVM.usedNativeBytes,1776323388398000000,1776323448475000000,297079280
JVM.usedHeapBytes,1776323388398000000,1776323448475000000,307089240
JVM.totalCpuTimeMs,1776323388398000000,1776323448475000000,51851
JVM.newThreadsCount,1776323388398000000,1776323448475000000,1554
JVM.totalDirectByteBuffersBytes,1776323388398000000,1776323448475000000,250646649
writeAction.wait.ms,1776323448475000000,1776323508422000000,0
writeAction.max.wait.ms,1776323448475000000,1776323508422000000,4
writeAction.count,1776323448475000000,1776323508422000000,0
writeAction.median.wait.ms,1776323448475000000,1776323508422000000,0
jps.module.iml.entities.serializer.save.entities.ms,1776323448475000000,1776323508422000000,0
jps.library.entities.serializer.save.entities.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776323448475000000,1776323508422000000,0
jps.library.entities.serializer.load.entities.ms,1776323448475000000,1776323508422000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1776323448475000000,1776323508422000000,0
jps.facet.change.listener.process.change.events.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.instances.count,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.entities.ms,1776323448475000000,1776323508422000000,0
jps.module.iml.entities.serializer.load.entities.ms,1776323448475000000,1776323508422000000,0
jps.save.global.entities.ms,1776323448475000000,1776323508422000000,3
jps.app.storage.content.reader.load.component.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1776323448475000000,1776323508422000000,0
jps.apply.loaded.storage.ms,1776323448475000000,1776323508422000000,0
jps.global.get.library.by.name.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1776323448475000000,1776323508422000000,0
jps.global.handle.before.change.events.ms,1776323448475000000,1776323508422000000,0
jps.facet.change.listener.init.bridge.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1776323448475000000,1776323508422000000,0
workspaceModel.global.apply.state.to.project.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1776323448475000000,1776323508422000000,0
jps.facet.change.listener.before.change.events.ms,1776323448475000000,1776323508422000000,0
jps.global.initialize.library.bridges.after.loading.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1776323448475000000,1776323508422000000,0
jps.save.changed.project.entities.ms,1776323448475000000,1776323508422000000,0
jps.artifact.entities.serializer.save.entities.ms,1776323448475000000,1776323508422000000,0
jps.global.get.libraries.ms,1776323448475000000,1776323508422000000,0
jps.reload.project.entities.ms,1776323448475000000,1776323508422000000,0
workspaceModel.global.updates.count,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1776323448475000000,1776323508422000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776323448475000000,1776323508422000000,0
workspaceModel.do.save.caches.ms,1776323448475000000,1776323508422000000,0
workspaceModel.global.updates.ms,1776323448475000000,1776323508422000000,0
jps.global.initialize.library.bridges.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleBridge.update.option.ms,1776323448475000000,1776323508422000000,0
jps.global.handle.changed.events.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1776323448475000000,1776323508422000000,0
jps.storage.jps.conf.reader.load.component.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776323448475000000,1776323508422000000,0
workspaceModel.load.cache.from.file.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1776323448475000000,1776323508422000000,0
workspaceModel.save.cache.to.file.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1776323448475000000,1776323508422000000,0
workspaceModel.orphan.listener.update.ms,1776323448475000000,1776323508422000000,0
jps.app.storage.content.writer.save.component.ms,1776323448475000000,1776323508422000000,1
jps.load.initial.state.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776323448475000000,1776323508422000000,0
jps.project.serializers.save.ms,1776323448475000000,1776323508422000000,0
jps.artifact.entities.serializer.load.entities.ms,1776323448475000000,1776323508422000000,0
workspaceModel.moduleBridge.before.changed.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776323448475000000,1776323508422000000,0
workspaceModel.load.cache.metadata.from.file.ms,1776323448475000000,1776323508422000000,0
jps.project.serializers.load.ms,1776323448475000000,1776323508422000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1776323448475000000,1776323508422000000,0
jps.global.get.library.ms,1776323448475000000,1776323508422000000,0
jps.load.project.to.empty.storage.ms,1776323448475000000,1776323508422000000,0
workspaceModel.sync.entities.ms,1776323448475000000,1776323508422000000,0
AWTEventQueue.dispatchTimeAvgNs,1776323448475000000,1776323508422000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1776323448475000000,1776323508422000000,259
FlushQueue.executionTime90PNs,1776323448475000000,1776323508422000000,0
AWTEventQueue.dispatchTimeTotalNS,1776323448475000000,1776323508422000000,7114207290
AWTEventQueue.eventsDispatched,1776323448475000000,1776323508422000000,0
FlushQueue.tasksExecuted,1776323448475000000,1776323508422000000,0
NonBlockingReadAction.failedExecutionsCount,1776323448475000000,1776323508422000000,1
AWTEventQueue.dispatchTimeMaxNs,1776323448475000000,1776323508422000000,0
FlushQueue.executionTimeAvgNs,1776323448475000000,1776323508422000000,0.0
FlushQueue.waitingTime90PNs,1776323448475000000,1776323508422000000,0
ReadAction.executionsCount,1776323448475000000,1776323508422000000,31182
NonBlockingReadAction.finalizedExecutionTimeUs,1776323448475000000,1776323508422000000,162175
FlushQueue.waitingTimeAvgNs,1776323448475000000,1776323508422000000,0.0
FlushQueue.queueSizeAvg,1776323448475000000,1776323508422000000,0.0
AWTEventQueue.dispatchTime90PNs,1776323448475000000,1776323508422000000,0
FlushQueue.waitingTimeMaxNs,1776323448475000000,1776323508422000000,0
FlushQueue.queueSizeMax,1776323448475000000,1776323508422000000,0
FlushQueue.queueSize90P,1776323448475000000,1776323508422000000,0
WriteAction.executionsCount,1776323448475000000,1776323508422000000,0
NonBlockingReadAction.failedExecutionTimeUs,1776323448475000000,1776323508422000000,304
FlushQueue.executionTimeMaxNs,1776323448475000000,1776323508422000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1776323448475000000,1776323508422000000,0
compiler.ArtifactManagerBridge.commit.ms,1776323448475000000,1776323508422000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1776323448475000000,1776323508422000000,0
workspaceModel.replace.project.model.ms,1776323448475000000,1776323508422000000,0
workspaceModel.update.unloaded.entities.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.instances.count,1776323448475000000,1776323508422000000,0
workspaceModel.initializing.ms,1776323448475000000,1776323508422000000,0
workspaceModel.init.bridges.ms,1776323448475000000,1776323508422000000,0
workspaceModel.full.replace.project.model.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1776323448475000000,1776323508422000000,0
workspaceModel.check.recursive.update.ms,1776323448475000000,1776323508422000000,0
workspaceModel.loading.total.ms,1776323448475000000,1776323508422000000,0
workspaceModel.cachedValue.calculated.ms,1776323448475000000,1776323508422000000,4
workspaceModel.workspaceFileIndexData.processFileSets.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.init.ms,1776323448475000000,1776323508422000000,0
workspaceModel.pre.handlers.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1776323448475000000,1776323508422000000,0
workspaceModel.collect.changes.ms,1776323448475000000,1776323508422000000,0
workspaceModel.updates.ms,1776323448475000000,1776323508422000000,0
workspaceModel.cachedValue.from.cache.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1776323448475000000,1776323508422000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1776323448475000000,1776323508422000000,0
workspaceModel.updates.count,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1776323448475000000,1776323508422000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1776323448475000000,1776323508422000000,0
workspaceModel.updates.precise.ms,1776323448475000000,1776323508422000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1776323448475000000,1776323508422000000,0
workspaceModel.cachedValue.clear.ms,1776323448475000000,1776323508422000000,0
workspaceModel.cachedValue.total.get.ms,1776323448475000000,1776323508422000000,4
