# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValueWithParameters.from.cache.ms,1776323448475000000,1776323508422000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1776323448475000000,1776323508422000000,0
workspaceModel.to.snapshot.ms,1776323448475000000,1776323508422000000,0
workspaceModel.loading.from.cache.ms,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.nativeBytesInUse,1776323448475000000,1776323508422000000,0
FilePageCache.pageFastCacheHits,1776323448475000000,1776323508422000000,66
FilePageCacheLockFree.totalPageAllocationsWaited,1776323448475000000,1776323508422000000,0
FilePageCache.disposedBuffers,1776323448475000000,1776323508422000000,0
FilePageCache.capacityInBytes,1776323448475000000,1776323508422000000,503316478
FilePageCacheLockFree.housekeeperTimeSpentMs,1776323448475000000,1776323508422000000,0
DirectByteBufferAllocator.misses,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalPagesAllocated,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalBytesRead,1776323448475000000,1776323508422000000,0
MappedFileStorage.totalPagesMapped,1776323448475000000,1776323508422000000,15
FilePageCache.pageLoads,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1776323448475000000,1776323508422000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1776323448475000000,1776323508422000000,40575
FilePageCacheLockFree.totalPagesRequested,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1776323448475000000,1776323508422000000,0
DirectByteBufferAllocator.hits,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalPagesReclaimed,1776323448475000000,1776323508422000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776323448475000000,1776323508422000000,247480320
FilePageCacheLockFree.totalNativeBytesReclaimed,1776323448475000000,1776323508422000000,0
FilePageCache.maxCacheSizeInBytes,1776323448475000000,1776323508422000000,247480320
FilePageCache.maxRegisteredFiles,1776323448475000000,1776323508422000000,576
FilePageCacheLockFree.totalHeapBytesAllocated,1776323448475000000,1776323508422000000,0
DirectByteBufferAllocator.disposed,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1776323448475000000,1776323508422000000,0
FilePageCache.pageHits,1776323448475000000,1776323508422000000,0
MappedFileStorage.totalBytesMapped,1776323448475000000,1776323508422000000,199491584
StorageLockContext.competingThreads.90P,1776323448475000000,1776323508422000000,0
StreamlinedBlobStorage.recordsDeleted,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.heapBytesInUse,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalPagesWritten,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1776323448475000000,1776323508422000000,0
DirectByteBufferAllocator.reclaimed,1776323448475000000,1776323508422000000,0
StorageLockContext.competingThreads.avg,1776323448475000000,1776323508422000000,0.0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1776323448475000000,1776323508422000000,0
FilePageCache.totalPageDisposalsUs,1776323448475000000,1776323508422000000,0
StorageLockContext.competingThreads.max,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1776323448475000000,1776323508422000000,0
FilePageCache.uncachedFileAccess,1776323448475000000,1776323508422000000,0
StreamlinedBlobStorage.recordsAllocated,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalBytesWritten,1776323448475000000,1776323508422000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalPagesReadMs,1776323448475000000,1776323508422000000,0
MappedFileStorage.storages,1776323448475000000,1776323508422000000,15
FilePageCacheLockFree.totalPagesHandedOver,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalBytesRequested,1776323448475000000,1776323508422000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776323448475000000,1776323508422000000,0
FilePageCache.totalPageLoadsUs,1776323448475000000,1776323508422000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1776323448475000000,1776323508422000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1776323448475000000,1776323508422000000,0
FilePageCacheLockFree.totalPagesWriteMs,1776323448475000000,1776323508422000000,0
StreamlinedBlobStorage.recordsRelocated,1776323448475000000,1776323508422000000,0
FileNameCache.totalMisses,1776323448475000000,1776323508422000000,256
VFS.fileByIdCache.misses,1776323448475000000,1776323508422000000,0
VFS.fileChildByName,1776323448475000000,1776323508422000000,30
FileNameCache.queries,1776323448475000000,1776323508422000000,11712
VFS.invertedFileNameIndex.requests,1776323448475000000,1776323508422000000,0
VFS.fileByIdCache.hits,1776323448475000000,1776323508422000000,0
cacheStateStorage.set.duration,1776323448475000000,1776323508422000000,0
cacheStateStorage.get.counter,1776323448475000000,1776323508422000000,0
cacheStateStorage.get.duration,1776323448475000000,1776323508422000000,0
cacheStateStorage.set.counter,1776323448475000000,1776323508422000000,0
Indexes.entries.lookupDuration90PMs,1776323448475000000,1776323508422000000,0.0
IndexesFlusher.totalFlushingTimeUs,1776323448475000000,1776323508422000000,172015
Indexes.stubs.lookupDurationMaxMs,1776323448475000000,1776323508422000000,0.0
Indexes.allKeys.lookupDuration90PMs,1776323448475000000,1776323508422000000,0.0
IndexesFlusher.totalFlushes,1776323448475000000,1776323508422000000,59
IndexesFlusher.totalFlushesRetried,1776323448475000000,1776323508422000000,0
IndexesFlusher.totalContentionQuotaSpent,1776323448475000000,1776323508422000000,0
Indexes.stubs.lookupDuration90PMs,1776323448475000000,1776323508422000000,0.0
Indexes.stubs.lookups,1776323448475000000,1776323508422000000,0.0
Indexes.entries.lookups,1776323448475000000,1776323508422000000,0.0
Indexes.stubs.lookupDurationAvgMs,1776323448475000000,1776323508422000000,0.0
Indexes.allKeys.lookups,1776323448475000000,1776323508422000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1776323448475000000,1776323508422000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1776323448475000000,1776323508422000000,0.0
Indexes.entries.lookupDurationMaxMs,1776323448475000000,1776323508422000000,0.0
Indexes.entries.lookupDurationAvgMs,1776323448475000000,1776323508422000000,0.0
OS.loadAverage,1776323448475000000,1776323508422000000,5.4033203125
JVM.totalBytesAllocated,1776323448475000000,1776323508422000000,395295376
JVM.maxHeapBytes,1776323448475000000,1776323508422000000,2147483648
JVM.maxThreadCount,1776323448475000000,1776323508422000000,134
JVM.GC.collectionTimesMs,1776323448475000000,1776323508422000000,60
JVM.GC.collections,1776323448475000000,1776323508422000000,6
JVM.threadCount,1776323448475000000,1776323508422000000,59
JVM.usedNativeBytes,1776323448475000000,1776323508422000000,314486528
JVM.usedHeapBytes,1776323448475000000,1776323508422000000,245293064
JVM.totalCpuTimeMs,1776323448475000000,1776323508422000000,24775
JVM.newThreadsCount,1776323448475000000,1776323508422000000,1856
JVM.totalDirectByteBuffersBytes,1776323448475000000,1776323508422000000,249595193
writeAction.wait.ms,1776323508422000000,1776323568233000000,0
writeAction.max.wait.ms,1776323508422000000,1776323568233000000,4
writeAction.count,1776323508422000000,1776323568233000000,0
writeAction.median.wait.ms,1776323508422000000,1776323568233000000,0
jps.module.iml.entities.serializer.save.entities.ms,1776323508422000000,1776323568233000000,0
jps.library.entities.serializer.save.entities.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776323508422000000,1776323568233000000,0
jps.library.entities.serializer.load.entities.ms,1776323508422000000,1776323568233000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1776323508422000000,1776323568233000000,0
jps.facet.change.listener.process.change.events.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.instances.count,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.entities.ms,1776323508422000000,1776323568233000000,0
jps.module.iml.entities.serializer.load.entities.ms,1776323508422000000,1776323568233000000,0
jps.save.global.entities.ms,1776323508422000000,1776323568233000000,6
jps.app.storage.content.reader.load.component.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1776323508422000000,1776323568233000000,0
jps.apply.loaded.storage.ms,1776323508422000000,1776323568233000000,0
jps.global.get.library.by.name.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1776323508422000000,1776323568233000000,0
jps.global.handle.before.change.events.ms,1776323508422000000,1776323568233000000,0
jps.facet.change.listener.init.bridge.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1776323508422000000,1776323568233000000,0
workspaceModel.global.apply.state.to.project.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1776323508422000000,1776323568233000000,0
jps.facet.change.listener.before.change.events.ms,1776323508422000000,1776323568233000000,0
jps.global.initialize.library.bridges.after.loading.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1776323508422000000,1776323568233000000,0
jps.save.changed.project.entities.ms,1776323508422000000,1776323568233000000,1
jps.artifact.entities.serializer.save.entities.ms,1776323508422000000,1776323568233000000,0
jps.global.get.libraries.ms,1776323508422000000,1776323568233000000,0
jps.reload.project.entities.ms,1776323508422000000,1776323568233000000,0
workspaceModel.global.updates.count,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1776323508422000000,1776323568233000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776323508422000000,1776323568233000000,0
workspaceModel.do.save.caches.ms,1776323508422000000,1776323568233000000,0
workspaceModel.global.updates.ms,1776323508422000000,1776323568233000000,0
jps.global.initialize.library.bridges.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleBridge.update.option.ms,1776323508422000000,1776323568233000000,0
jps.global.handle.changed.events.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1776323508422000000,1776323568233000000,0
jps.storage.jps.conf.reader.load.component.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776323508422000000,1776323568233000000,0
workspaceModel.load.cache.from.file.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1776323508422000000,1776323568233000000,0
workspaceModel.save.cache.to.file.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1776323508422000000,1776323568233000000,0
workspaceModel.orphan.listener.update.ms,1776323508422000000,1776323568233000000,0
jps.app.storage.content.writer.save.component.ms,1776323508422000000,1776323568233000000,1
jps.load.initial.state.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776323508422000000,1776323568233000000,0
jps.project.serializers.save.ms,1776323508422000000,1776323568233000000,0
jps.artifact.entities.serializer.load.entities.ms,1776323508422000000,1776323568233000000,0
workspaceModel.moduleBridge.before.changed.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776323508422000000,1776323568233000000,0
workspaceModel.load.cache.metadata.from.file.ms,1776323508422000000,1776323568233000000,0
jps.project.serializers.load.ms,1776323508422000000,1776323568233000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1776323508422000000,1776323568233000000,0
jps.global.get.library.ms,1776323508422000000,1776323568233000000,0
jps.load.project.to.empty.storage.ms,1776323508422000000,1776323568233000000,0
workspaceModel.sync.entities.ms,1776323508422000000,1776323568233000000,0
AWTEventQueue.dispatchTimeAvgNs,1776323508422000000,1776323568233000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1776323508422000000,1776323568233000000,72
FlushQueue.executionTime90PNs,1776323508422000000,1776323568233000000,0
AWTEventQueue.dispatchTimeTotalNS,1776323508422000000,1776323568233000000,4372639426
AWTEventQueue.eventsDispatched,1776323508422000000,1776323568233000000,0
FlushQueue.tasksExecuted,1776323508422000000,1776323568233000000,0
NonBlockingReadAction.failedExecutionsCount,1776323508422000000,1776323568233000000,2
AWTEventQueue.dispatchTimeMaxNs,1776323508422000000,1776323568233000000,0
FlushQueue.executionTimeAvgNs,1776323508422000000,1776323568233000000,0.0
FlushQueue.waitingTime90PNs,1776323508422000000,1776323568233000000,0
ReadAction.executionsCount,1776323508422000000,1776323568233000000,18358
NonBlockingReadAction.finalizedExecutionTimeUs,1776323508422000000,1776323568233000000,1725
FlushQueue.waitingTimeAvgNs,1776323508422000000,1776323568233000000,0.0
FlushQueue.queueSizeAvg,1776323508422000000,1776323568233000000,0.0
AWTEventQueue.dispatchTime90PNs,1776323508422000000,1776323568233000000,0
FlushQueue.waitingTimeMaxNs,1776323508422000000,1776323568233000000,0
FlushQueue.queueSizeMax,1776323508422000000,1776323568233000000,0
FlushQueue.queueSize90P,1776323508422000000,1776323568233000000,0
WriteAction.executionsCount,1776323508422000000,1776323568233000000,0
NonBlockingReadAction.failedExecutionTimeUs,1776323508422000000,1776323568233000000,936
FlushQueue.executionTimeMaxNs,1776323508422000000,1776323568233000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1776323508422000000,1776323568233000000,0
compiler.ArtifactManagerBridge.commit.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1776323508422000000,1776323568233000000,0
workspaceModel.replace.project.model.ms,1776323508422000000,1776323568233000000,0
workspaceModel.update.unloaded.entities.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.instances.count,1776323508422000000,1776323568233000000,0
workspaceModel.initializing.ms,1776323508422000000,1776323568233000000,0
workspaceModel.init.bridges.ms,1776323508422000000,1776323568233000000,0
workspaceModel.full.replace.project.model.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1776323508422000000,1776323568233000000,0
workspaceModel.check.recursive.update.ms,1776323508422000000,1776323568233000000,0
workspaceModel.loading.total.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValue.calculated.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.init.ms,1776323508422000000,1776323568233000000,0
workspaceModel.pre.handlers.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1776323508422000000,1776323568233000000,0
workspaceModel.collect.changes.ms,1776323508422000000,1776323568233000000,0
workspaceModel.updates.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValue.from.cache.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1776323508422000000,1776323568233000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1776323508422000000,1776323568233000000,0
workspaceModel.updates.count,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1776323508422000000,1776323568233000000,0
workspaceModel.updates.precise.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValue.clear.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValue.total.get.ms,1776323508422000000,1776323568233000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1776323508422000000,1776323568233000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1776323508422000000,1776323568233000000,0
workspaceModel.to.snapshot.ms,1776323508422000000,1776323568233000000,0
workspaceModel.loading.from.cache.ms,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.nativeBytesInUse,1776323508422000000,1776323568233000000,0
FilePageCache.pageFastCacheHits,1776323508422000000,1776323568233000000,6
FilePageCacheLockFree.totalPageAllocationsWaited,1776323508422000000,1776323568233000000,0
FilePageCache.disposedBuffers,1776323508422000000,1776323568233000000,231
FilePageCache.capacityInBytes,1776323508422000000,1776323568233000000,503316478
FilePageCacheLockFree.housekeeperTimeSpentMs,1776323508422000000,1776323568233000000,0
DirectByteBufferAllocator.misses,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalPagesAllocated,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalBytesRead,1776323508422000000,1776323568233000000,0
MappedFileStorage.totalPagesMapped,1776323508422000000,1776323568233000000,0
FilePageCache.pageLoads,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1776323508422000000,1776323568233000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1776323508422000000,1776323568233000000,40575
FilePageCacheLockFree.totalPagesRequested,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1776323508422000000,1776323568233000000,0
DirectByteBufferAllocator.hits,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalPagesReclaimed,1776323508422000000,1776323568233000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776323508422000000,1776323568233000000,49299456
FilePageCacheLockFree.totalNativeBytesReclaimed,1776323508422000000,1776323568233000000,0
FilePageCache.maxCacheSizeInBytes,1776323508422000000,1776323568233000000,247480320
FilePageCache.maxRegisteredFiles,1776323508422000000,1776323568233000000,576
FilePageCacheLockFree.totalHeapBytesAllocated,1776323508422000000,1776323568233000000,0
DirectByteBufferAllocator.disposed,1776323508422000000,1776323568233000000,189
FilePageCacheLockFree.totalNativeBytesAllocated,1776323508422000000,1776323568233000000,0
FilePageCache.pageHits,1776323508422000000,1776323568233000000,0
MappedFileStorage.totalBytesMapped,1776323508422000000,1776323568233000000,0
StorageLockContext.competingThreads.90P,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.heapBytesInUse,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalPagesWritten,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1776323508422000000,1776323568233000000,0
DirectByteBufferAllocator.reclaimed,1776323508422000000,1776323568233000000,42
StorageLockContext.competingThreads.avg,1776323508422000000,1776323568233000000,0.0
FilePageCacheLockFree.housekeeperTurnsSkipped,1776323508422000000,1776323568233000000,0
FilePageCache.totalPageDisposalsUs,1776323508422000000,1776323568233000000,0
StorageLockContext.competingThreads.max,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1776323508422000000,1776323568233000000,0
FilePageCache.uncachedFileAccess,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalBytesWritten,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalPagesReadMs,1776323508422000000,1776323568233000000,0
MappedFileStorage.storages,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalPagesHandedOver,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalBytesRequested,1776323508422000000,1776323568233000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776323508422000000,1776323568233000000,41959424
FilePageCache.totalPageLoadsUs,1776323508422000000,1776323568233000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1776323508422000000,1776323568233000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1776323508422000000,1776323568233000000,0
FilePageCacheLockFree.totalPagesWriteMs,1776323508422000000,1776323568233000000,0
VFS.fileByIdCache.misses,1776323508422000000,1776323568233000000,0
VFS.fileChildByName,1776323508422000000,1776323568233000000,18
VFS.invertedFileNameIndex.requests,1776323508422000000,1776323568233000000,0
VFS.fileByIdCache.hits,1776323508422000000,1776323568233000000,0
cacheStateStorage.set.duration,1776323508422000000,1776323568233000000,0
cacheStateStorage.get.counter,1776323508422000000,1776323568233000000,0
cacheStateStorage.get.duration,1776323508422000000,1776323568233000000,0
cacheStateStorage.set.counter,1776323508422000000,1776323568233000000,0
Indexes.entries.lookupDuration90PMs,1776323508422000000,1776323568233000000,0.0
Indexes.stubs.lookupDurationMaxMs,1776323508422000000,1776323568233000000,0.0
Indexes.allKeys.lookupDuration90PMs,1776323508422000000,1776323568233000000,0.0
Indexes.stubs.lookupDuration90PMs,1776323508422000000,1776323568233000000,0.0
Indexes.stubs.lookups,1776323508422000000,1776323568233000000,0.0
Indexes.entries.lookups,1776323508422000000,1776323568233000000,0.0
Indexes.stubs.lookupDurationAvgMs,1776323508422000000,1776323568233000000,0.0
Indexes.allKeys.lookups,1776323508422000000,1776323568233000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1776323508422000000,1776323568233000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1776323508422000000,1776323568233000000,0.0
Indexes.entries.lookupDurationMaxMs,1776323508422000000,1776323568233000000,0.0
Indexes.entries.lookupDurationAvgMs,1776323508422000000,1776323568233000000,0.0
OS.loadAverage,1776323508422000000,1776323568233000000,4.447265625
JVM.totalBytesAllocated,1776323508422000000,1776323568233000000,139683832
JVM.maxHeapBytes,1776323508422000000,1776323568233000000,2147483648
JVM.maxThreadCount,1776323508422000000,1776323568233000000,134
JVM.GC.collectionTimesMs,1776323508422000000,1776323568233000000,78
JVM.GC.collections,1776323508422000000,1776323568233000000,3
JVM.threadCount,1776323508422000000,1776323568233000000,52
JVM.usedNativeBytes,1776323508422000000,1776323568233000000,319427792
JVM.usedHeapBytes,1776323508422000000,1776323568233000000,319853976
JVM.totalCpuTimeMs,1776323508422000000,1776323568233000000,12278
JVM.newThreadsCount,1776323508422000000,1776323568233000000,1833
JVM.totalDirectByteBuffersBytes,1776323508422000000,1776323568233000000,50647742
